Date,UserName,Compound
2017-12-06,CNBC,0.296
2017-12-06,Financial Times,-0.5574
2017-12-06,WSJ Markets,0.5106
2017-12-06,The Motley Fool,0.6369
2017-12-06,CNBC,0.1779
2017-12-06,Financial Times,-0.5574
2017-12-06,CNBC,-0.5859
2017-12-06,CNBC,-0.296
2017-12-06,Financial Times,-0.0772
2017-12-06,WSJ Markets,0.4019
2017-12-06,CNBC,0.34
2017-12-06,CNBC,-0.128
2017-12-06,WSJ Markets,-0.2732
2017-12-06,Bloomberg Markets,0.4404
2017-12-06,WSJ Markets,0.4019
2017-12-06,Jim Cramer,0.7088
2017-12-06,Jim Cramer,-0.5423
2017-12-06,CNBC,0.3818
2017-12-06,Bloomberg Markets,-0.5106
2017-12-06,CNNMoney,-0.5423
2017-12-06,CNNMoney,0.4404
2017-12-06,Paul Krugman,-0.6596
2017-12-06,Paul Krugman,-0.8581
2017-12-06,CNBC,0.5574
2017-12-06,Bloomberg Markets,0.7269
2017-12-06,CNBC,0.8553
2017-12-06,Paul Krugman,-0.1531
2017-12-06,Paul Krugman,-0.3818
2017-12-06,Paul Krugman,-0.8834
2017-12-06,CNBC,0.2023
2017-12-06,Paul Krugman,-0.1779
2017-12-06,Justin Wolfers,0.3446
2017-12-06,Financial Times,-0.0772
2017-12-06,Paul Krugman,-0.2732
2017-12-06,Financial Times,0.4019
2017-12-06,The Motley Fool,0.3612
2017-12-06,WSJ Markets,-0.1779
2017-12-06,Financial Times,-0.0258
2017-12-06,Financial Times,0.296
2017-12-06,WSJ Markets,0.3818
2017-12-06,CNBC,-0.4588
2017-12-06,CNBC,0.4019
2017-12-06,CNBC,0.6369
2017-12-06,WSJ Markets,-0.3869
2017-12-06,WSJ Markets,0.4877
2017-12-06,CNNMoney,0.8442
2017-12-06,Financial Times,0.3182
2017-12-06,CNBC,0.1779
2017-12-06,CNBC,0.6249
2017-12-06,CNBC,-0.34
2017-12-06,CNNMoney,-0.128
2017-12-06,WSJ Markets,0.6705
2017-12-06,CNNMoney,0.8126
2017-12-06,WSJ Markets,0.5106
2017-12-06,Paul Krugman,-0.1531
2017-12-06,Paul Krugman,-0.2052
2017-12-06,Paul Krugman,-0.3182
2017-12-06,WSJ Markets,0.4019
2017-12-06,CNBC,0.3818
2017-12-06,WSJ Markets,0.7783
2017-12-06,CNBC,-0.25
2017-12-06,CNBC,-0.4404
2017-12-06,Financial Times,-0.3182
2017-12-06,CNNMoney,0.4215
2017-12-06,CNBC,-0.1779
2017-12-06,CNBC,0.4466
2017-12-07,CNNMoney,-0.5994
2017-12-07,Financial Times,-0.2732
2017-12-07,CNBC,0.3595
2017-12-07,WSJ Markets,0.0258
2017-12-07,CNNMoney,-0.4019
2017-12-07,WSJ Markets,0.5859
2017-12-07,CNBC,-0.4019
2017-12-07,CNNMoney,-0.2263
2017-12-07,WSJ Markets,0.5719
2017-12-07,Financial Times,-0.4588
2017-12-07,CNBC,0.2023
2017-12-07,CNNMoney,0.0772
2017-12-07,WSJ Markets,0.0772
2017-12-07,Financial Times,0.6249
2017-12-07,Financial Times,0.3182
2017-12-07,Bloomberg Markets,-0.25
2017-12-07,The Motley Fool,0.7906
2017-12-07,WSJ Markets,0.3818
2017-12-07,CNBC,-0.7506
2017-12-07,WSJ Markets,0.4877
2017-12-07,CNBC,0.34
2017-12-07,Financial Times,-0.765
2017-12-07,CNBC,0.3818
2017-12-07,Bloomberg Markets,-0.4767
2017-12-07,Justin Wolfers,-0.0498
2017-12-07,CNBC,0.3612
2017-12-07,Financial Times,-0.4404
2017-12-07,CNNMoney,0.5222
2017-12-07,CNBC,-0.4588
2017-12-07,WSJ Markets,0.6705
2017-12-07,CNBC,0.1779
2017-12-07,WSJ Markets,0.4019
2017-12-07,WSJ Markets,0.0258
2017-12-07,CNNMoney,0.0258
2017-12-07,CNBC,-0.0772
2017-12-07,Financial Times,0.6369
2017-12-07,Financial Times,0.5267
2017-12-07,CNBC,0.7269
2017-12-07,Financial Times,-0.5106
2017-12-07,Financial Times,0.3612
2017-12-07,CNBC,-0.1779
2017-12-07,CNNMoney,0.4019
2017-12-07,CNBC,0.4767
2017-12-07,Financial Times,0.836
2017-12-07,Financial Times,-0.3182
2017-12-07,Financial Times,0.3612
2017-12-07,Financial Times,-0.4404
2017-12-07,Financial Times,0.5719
2017-12-07,Financial Times,0.1531
2017-12-07,Financial Times,0.8555
2017-12-07,Financial Times,-0.2263
2017-12-07,Financial Times,-0.3182
2017-12-07,Bloomberg Markets,-0.7096
2017-12-07,CNNMoney,-0.5423
2017-12-07,CNBC,0.5994
2017-12-07,Financial Times,0.6486
2017-12-07,WSJ Markets,0.5719
2017-12-07,Financial Times,0.3182
2017-12-07,Bloomberg Markets,0.6486
2017-12-07,CNNMoney,-0.4019
2017-12-07,CNBC,0.6705
2017-12-07,Financial Times,0.2732
2017-12-07,Bloomberg Markets,0.5267
2017-12-07,WSJ Markets,0.4019
2017-12-07,Financial Times,0.2263
2017-12-07,WSJ Markets,0.7783
2017-12-07,Bloomberg Markets,-0.25
2017-12-07,CNBC,-0.7717
2017-12-07,WSJ Markets,0.3818
2017-12-07,Bloomberg Markets,0.8555
2017-12-07,Financial Times,0.128
2017-12-07,CNNMoney,0.8658
2017-12-07,CNBC,-0.3182
2017-12-07,Bloomberg Markets,-0.5187
2017-12-07,Financial Times,0.4588
2017-12-07,CNBC,-0.1531
2017-12-07,Bloomberg Markets,-0.4019
2017-12-07,Financial Times,0.296
2017-12-07,Financial Times,-0.5719
2017-12-07,CNNMoney,0.4019
2017-12-07,CNNMoney,0.1779
2017-12-07,Financial Times,0.1531
2017-12-07,CNBC,0.3612
2017-12-07,CNBC,0.4019
2017-12-07,Financial Times,-0.3182
2017-12-07,Jim Cramer,0.6696
2017-12-07,CNNMoney,-0.1027
2017-12-07,Financial Times,-0.4404
2017-12-07,Financial Times,-0.3818
2017-12-07,CNBC,0.0772
2017-12-07,Financial Times,-0.5267
2017-12-07,Financial Times,0.34
2017-12-07,WSJ Markets,-0.6808
2017-12-07,Bloomberg Markets,0.3818
2017-12-07,Financial Times,-0.7906
2017-12-07,WSJ Markets,0.0772
2017-12-07,WSJ Markets,0.6705
2017-12-07,Financial Times,0.1027
2017-12-07,CNBC,0.34
2017-12-07,WSJ Markets,0.7783
2017-12-07,Financial Times,0.6124
2017-12-07,Bloomberg Markets,-0.1027
2017-12-07,CNBC,-0.296
2017-12-07,Financial Times,-0.2732
2017-12-07,CNBC,-0.1531
2017-12-07,CNNMoney,0.4404
2017-12-07,WSJ Markets,0.3818
2017-12-07,WSJ Markets,0.4877
2017-12-07,CNBC,-0.296
2017-12-07,Financial Times,0.2263
2017-12-07,CNNMoney,0.3818
2017-12-07,Bloomberg Markets,-0.34
2017-12-07,CNNMoney,-0.3818
2017-12-07,WSJ Markets,0.4019
2017-12-07,CNBC,-0.3182
2017-12-07,CNBC,0.4939
2017-12-07,CNBC,-0.5106
2017-12-07,WSJ Markets,0.0258
2017-12-07,Financial Times,0.1531
2017-12-07,Bloomberg Markets,-0.296
2017-12-07,CNBC,0.3818
2017-12-07,Financial Times,-0.3612
2017-12-07,Financial Times,0.6908
2017-12-07,Financial Times,0.6808
2017-12-07,CNBC,-0.1027
2017-12-07,CNBC,-0.743
2017-12-07,Financial Times,-0.2732
2017-12-07,Bloomberg Markets,-0.2732
2017-12-07,The Motley Fool,0.5994
2017-12-07,CNBC,-0.1027
2017-12-07,Financial Times,0.2732
2017-12-07,CNBC,-0.3612
2017-12-07,CNBC,0.3818
2017-12-07,CNBC,-0.25
2017-12-07,CNBC,0.015
2017-12-07,CNBC,-0.34
2017-12-07,CNBC,-0.34
2017-12-07,Financial Times,-0.0516
2017-12-07,CNBC,0.4215
2017-12-07,Jim Cramer,-0.34
2017-12-07,CNBC,-0.5574
2017-12-07,The Motley Fool,-0.4168
2017-12-07,CNNMoney,0.0785
2017-12-07,CNNMoney,-0.0516
2017-12-07,Financial Times,0.296
2017-12-07,CNBC,0.6705
2017-12-07,CNBC,-0.25
2017-12-07,CNBC,0.0516
2017-12-07,CNBC,-0.0341
2017-12-07,CNBC,0.5719
2017-12-07,CNNMoney,0.3818
2017-12-07,Financial Times,0.2263
2017-12-07,Financial Times,-0.128
2017-12-07,CNBC,-0.4215
2017-12-07,CNBC,-0.09
2017-12-07,CNBC,0.4588
2017-12-07,Bloomberg Markets,-0.743
2017-12-07,WSJ Markets,0.4877
2017-12-07,CNBC,0.3182
2017-12-07,Financial Times,-0.296
2017-12-07,CNBC,-0.3182
2017-12-07,CNBC,0.624
2017-12-07,CNBC,0.5106
2017-12-07,CNBC,0.128
2017-12-07,CNBC,0.4215
2017-12-07,Financial Times,0.3818
2017-12-07,Bloomberg Markets,-0.5267
2017-12-07,Bloomberg Markets,0.3612
2017-12-07,CNBC,-0.25
2017-12-07,Financial Times,0.0258
2017-12-07,CNNMoney,0.0103
2017-12-07,CNBC,0.2023
2017-12-07,CNBC,-0.1531
2017-12-07,Justin Wolfers,-0.1531
2017-12-07,Justin Wolfers,0.0276
2017-12-07,CNBC,0.4404
2017-12-07,Justin Wolfers,0.34
2017-12-07,CNBC,-0.6249
2017-12-07,CNBC,0.4707
2017-12-07,CNBC,-0.2263
2017-12-07,CNBC,-0.4404
2017-12-07,Financial Times,-0.34
2017-12-07,Jim Cramer,0.5574
2017-12-07,The Motley Fool,0.4767
2017-12-07,Bloomberg Markets,0.4939
2017-12-07,Financial Times,0.296
2017-12-07,Financial Times,-0.4404
2017-12-07,Financial Times,0.4588
2017-12-07,CNBC,-0.2023
2017-12-07,CNBC,-0.296
2017-12-07,CNBC,-0.5719
2017-12-07,CNBC,0.5719
2017-12-07,CNBC,-0.2263
2017-12-07,CNBC,-0.5719
2017-12-07,Financial Times,0.4019
2017-12-07,CNBC,-0.4939
2017-12-07,Bloomberg Markets,-0.296
2017-12-07,CNBC,0.4404
2017-12-07,CNBC,0.6369
2017-12-07,WSJ Markets,0.2023
2017-12-07,CNBC,0.3818
2017-12-07,CNBC,0.128
2017-12-07,CNBC,-0.2023
2017-12-07,Financial Times,0.4019
2017-12-07,Financial Times,-0.2732
2017-12-07,CNNMoney,0.802
2017-12-07,Financial Times,-0.1531
2017-12-07,Financial Times,-0.128
2017-12-07,CNBC,-0.4939
2017-12-07,Financial Times,-0.4404
2017-12-07,Financial Times,-0.7096
2017-12-07,CNBC,0.4588
2017-12-07,Financial Times,0.3818
2017-12-07,Bloomberg Markets,0.5574
2017-12-07,Financial Times,0.4404
2017-12-07,Financial Times,-0.4939
2017-12-07,Bloomberg Markets,0.5267
2017-12-07,CNNMoney,-0.2732
2017-12-07,CNBC,-0.5859
2017-12-07,CNBC,0.6249
2017-12-07,The Motley Fool,0.1779
2017-12-07,CNBC,0.296
2017-12-07,Financial Times,-0.25
2017-12-07,CNBC,-0.624
2017-12-07,Justin Wolfers,-0.2273
2017-12-07,CNBC,0.5859
2017-12-07,Jim Cramer,-0.296
2017-12-07,Jim Cramer,0.5777
2017-12-07,Bloomberg Markets,0.1027
2017-12-07,CNBC,0.5994
2017-12-07,Financial Times,0.3612
2017-12-07,Jim Cramer,0.6705
2017-12-07,Jim Cramer,0.7506
2017-12-07,Jim Cramer,0.7048
2017-12-07,Paul Krugman,0.1045
2017-12-07,Paul Krugman,0.0516
2017-12-07,Jim Cramer,-0.5386
2017-12-07,Jim Cramer,0.0772
2017-12-07,Jim Cramer,0.4767
2017-12-07,The Motley Fool,0.4215
2017-12-07,Jim Cramer,0.658
2017-12-07,Jim Cramer,-0.765
2017-12-07,CNBC,0.5984
2017-12-07,CNBC,0.2006
2017-12-07,Jim Cramer,-0.3252
2017-12-07,CNBC,0.7351
2017-12-07,The Motley Fool,0.4215
2017-12-07,CNNMoney,-0.765
2017-12-07,CNBC,-0.8176
2017-12-07,Jim Cramer,0.7169
2017-12-07,Financial Times,-0.128
2017-12-07,CNBC,-0.2732
2017-12-07,Financial Times,-0.5719
2017-12-07,CNBC,0.2732
2017-12-07,CNBC,0.1779
2017-12-07,Jim Cramer,0.743
2017-12-07,CNNMoney,0.4404
2017-12-07,CNBC,0.5267
2017-12-07,Justin Wolfers,0.1027
2017-12-07,Jim Cramer,-0.128
2017-12-07,Justin Wolfers,0.6369
2017-12-07,CNBC,0.3612
2017-12-07,Financial Times,-0.2023
2017-12-07,CNBC,0.4404
2017-12-07,CNBC,-0.128
2017-12-07,CNNMoney,0.1779
2017-12-07,Financial Times,0.6124
2017-12-07,CNBC,-0.128
2017-12-07,CNBC,-0.34
2017-12-07,Bloomberg Markets,-0.4215
2017-12-07,Bloomberg Markets,-0.0183
2017-12-07,Financial Times,-0.2732
2017-12-07,Jim Cramer,0.5093
2017-12-07,CNBC,0.5106
2017-12-07,CNBC,0.1027
2017-12-07,Bloomberg Markets,0.3818
2017-12-07,Financial Times,-0.4215
2017-12-07,CNBC,-0.34
2017-12-07,Jim Cramer,-0.4215
2017-12-07,CNNMoney,0.7096
2017-12-07,Financial Times,-0.6908
2017-12-07,Financial Times,-0.2263
2017-12-07,CNBC,-0.6249
2017-12-07,CNBC,-0.1764
2017-12-07,CNBC,-0.1027
2017-12-07,Financial Times,-0.5106
2017-12-07,CNBC,-0.3612
2017-12-07,CNBC,0.4215
2017-12-07,CNBC,0.2716
2017-12-07,CNNMoney,-0.128
2017-12-07,Financial Times,-0.4019
2017-12-07,Financial Times,-0.5719
2017-12-07,The Motley Fool,-0.5848
2017-12-07,CNBC,-0.6597
2017-12-07,CNBC,-0.5267
2017-12-07,CNBC,0.25
2017-12-07,CNBC,0.4019
2017-12-08,CNNMoney,0.2023
2017-12-08,Paul Krugman,0.4939
2017-12-08,CNBC,0.296
2017-12-08,CNBC,0.3818
2017-12-08,The Motley Fool,-0.6643
2017-12-08,Financial Times,0.3182
2017-12-08,Financial Times,-0.296
2017-12-08,The Motley Fool,0.25
2017-12-08,CNNMoney,0.128
2017-12-08,Financial Times,-0.2732
2017-12-08,Justin Wolfers,-0.2193
2017-12-08,CNBC,-0.25
2017-12-08,CNBC,-0.2263
2017-12-08,Justin Wolfers,0.7003
2017-12-08,CNBC,-0.128
2017-12-08,Financial Times,-0.2263
2017-12-08,CNBC,0.1531
2017-12-08,CNBC,0.6249
2017-12-08,CNNMoney,0.4019
2017-12-08,CNBC,-0.4215
2017-12-08,CNBC,0.875
2017-12-08,Financial Times,-0.4215
2017-12-08,Financial Times,0.3818
2017-12-08,CNBC,0.128
2017-12-08,Financial Times,0.3818
2017-12-08,CNBC,0.5994
2017-12-08,CNBC,0.4019
2017-12-08,Financial Times,-0.4019
2017-12-08,Financial Times,0.6705
2017-12-08,Financial Times,-0.1779
2017-12-08,Bloomberg Markets,-0.4215
2017-12-08,CNNMoney,-0.4549
2017-12-08,CNBC,0.1779
2017-12-08,CNBC,0.4404
2017-12-08,CNBC,0.1027
2017-12-08,Financial Times,-0.6124
2017-12-08,CNBC,0.6369
2017-12-08,CNBC,-0.7184
2017-12-08,Financial Times,0.0516
2017-12-08,CNBC,0.25
2017-12-08,Financial Times,0.4404
2017-12-08,Financial Times,-0.4404
2017-12-08,CNNMoney,0.6486
2017-12-08,Bloomberg Markets,-0.4767
2017-12-08,Financial Times,0.5994
2017-12-08,CNNMoney,0.4939
2017-12-08,Financial Times,0.4019
2017-12-08,Financial Times,-0.1027
2017-12-08,Financial Times,0.3818
2017-12-08,Financial Times,-0.3182
2017-12-08,Jim Cramer,0.4199
2017-12-08,Jim Cramer,0.2263
2017-12-08,Financial Times,0.4939
2017-12-08,CNBC,-0.34
2017-12-08,Bloomberg Markets,0.8225
2017-12-08,Bloomberg Markets,0.4588
2017-12-08,Financial Times,-0.2263
2017-12-08,CNNMoney,0.4939
2017-12-08,Financial Times,0.4939
2017-12-08,Financial Times,0.296
2017-12-08,Financial Times,0.4497
2017-12-08,Financial Times,0.3818
2017-12-08,Financial Times,-0.4019
2017-12-08,CNNMoney,-0.2023
2017-12-08,Financial Times,0.296
2017-12-08,Financial Times,-0.296
2017-12-08,CNBC,0.0772
2017-12-08,Financial Times,0.7003
2017-12-08,CNBC,-0.8402
2017-12-08,CNBC,-0.3182
2017-12-08,Financial Times,-0.128
2017-12-08,CNBC,-0.4767
2017-12-08,WSJ Markets,0.4767
2017-12-08,Financial Times,0.3818
2017-12-08,Jim Cramer,0.4404
2017-12-08,Bloomberg Markets,-0.0516
2017-12-08,CNBC,-0.0772
2017-12-08,CNBC,0.0477
2017-12-08,Financial Times,-0.3089
2017-12-08,CNBC,0.4939
2017-12-08,WSJ Markets,-0.8442
2017-12-08,WSJ Markets,-0.34
2017-12-08,WSJ Markets,0.4767
2017-12-08,Bloomberg Markets,0.6428
2017-12-08,CNBC,0.5574
2017-12-08,Bloomberg Markets,-0.6705
2017-12-08,CNBC,0.296
2017-12-08,Justin Wolfers,0.7269
2017-12-08,WSJ Markets,0.3818
2017-12-08,CNBC,0.0258
2017-12-08,CNBC,0.3182
2017-12-08,The Motley Fool,0.5994
2017-12-08,Bloomberg Markets,0.5267
2017-12-08,CNBC,-0.4404
2017-12-08,Justin Wolfers,-0.6124
2017-12-08,CNBC,0.0258
2017-12-08,WSJ Markets,-0.2878
2017-12-08,Justin Wolfers,0.3818
2017-12-08,CNNMoney,-0.1779
2017-12-08,Bloomberg Markets,-0.4404
2017-12-08,Justin Wolfers,-0.2023
2017-12-08,Justin Wolfers,-0.397
2017-12-08,Justin Wolfers,-0.6124
2017-12-08,Financial Times,0.3818
2017-12-08,CNNMoney,-0.1779
2017-12-08,WSJ Markets,-0.1779
2017-12-08,WSJ Markets,0.4767
2017-12-08,Financial Times,0.2023
2017-12-08,Jim Cramer,-0.3597
2017-12-08,Jim Cramer,0.0431
2017-12-08,Financial Times,0.3612
2017-12-08,WSJ Markets,0.4939
2017-12-08,WSJ Markets,-0.4019
2017-12-08,CNBC,0.4404
2017-12-08,Paul Krugman,-0.2263
2017-12-08,WSJ Markets,0.3182
2017-12-08,Financial Times,0.5106
2017-12-08,WSJ Markets,0.4215
2017-12-08,Financial Times,0.4404
2017-12-08,CNBC,0.4019
2017-12-08,CNBC,0.3182
2017-12-08,WSJ Markets,-0.34
2017-12-08,Justin Wolfers,0.2732
2017-12-08,The Motley Fool,-0.7579
2017-12-08,CNBC,-0.6908
2017-12-08,CNBC,-0.3089
2017-12-08,CNBC,0.4215
2017-12-08,CNNMoney,-0.1531
2017-12-08,Financial Times,0.4939
2017-12-08,CNNMoney,0.3182
2017-12-08,CNBC,0.6908
2017-12-08,CNBC,0.5834
2017-12-08,CNBC,0.4404
2017-12-08,Financial Times,-0.128
2017-12-08,CNBC,-0.2584
2017-12-08,Financial Times,0.09
2017-12-08,Financial Times,-0.5574
2017-12-08,Financial Times,0.3818
2017-12-08,CNBC,-0.1326
2017-12-08,Jim Cramer,0.4404
2017-12-08,Financial Times,-0.34
2017-12-08,Jim Cramer,-0.0572
2017-12-08,Bloomberg Markets,-0.4939
2017-12-08,CNBC,-0.1326
2017-12-08,CNNMoney,0.2732
2017-12-08,Bloomberg Markets,0.2263
2017-12-08,CNBC,-0.1531
2017-12-08,Financial Times,0.2263
2017-12-08,CNBC,0.1695
2017-12-08,CNBC,-0.3804
2017-12-08,CNBC,0.0772
2017-12-08,CNBC,0.6124
2017-12-08,CNBC,-0.296
2017-12-08,CNBC,0.4404
2017-12-08,CNBC,0.4939
2017-12-08,WSJ Markets,0.6369
2017-12-08,Justin Wolfers,0.8777
2017-12-08,CNBC,0.25
2017-12-08,CNBC,0.34
2017-12-08,Paul Krugman,-0.5574
2017-12-08,Paul Krugman,-0.2732
2017-12-08,Bloomberg Markets,0.4019
2017-12-08,Jim Cramer,0.6239
2017-12-08,CNBC,0.5267
2017-12-08,Jim Cramer,-0.4767
2017-12-08,CNBC,0.7717
2017-12-08,CNNMoney,-0.34
2017-12-08,Financial Times,0.3612
2017-12-08,Justin Wolfers,-0.128
2017-12-08,The Motley Fool,0.9153
2017-12-08,Justin Wolfers,-0.1449
2017-12-08,Justin Wolfers,-0.8658
2017-12-08,Bloomberg Markets,0.3818
2017-12-08,CNBC,0.34
2017-12-08,CNBC,-0.3818
2017-12-08,Justin Wolfers,-0.1154
2017-12-08,Justin Wolfers,0.7351
2017-12-08,CNBC,0.7845
2017-12-08,CNNMoney,-0.6597
2017-12-08,Financial Times,-0.4404
2017-12-08,CNBC,0.4019
2017-12-08,Financial Times,0.2263
2017-12-08,CNBC,0.875
2017-12-08,Financial Times,-0.296
2017-12-08,CNBC,0.4939
2017-12-08,WSJ Markets,0.128
2017-12-08,Jim Cramer,0.6356
2017-12-08,CNBC,0.0258
2017-12-08,The Motley Fool,-0.1695
2017-12-08,CNBC,0.4019
2017-12-08,WSJ Markets,0.4767
2017-12-08,Financial Times,-0.296
2017-12-08,Bloomberg Markets,0.5719
2017-12-08,CNBC,0.2023
2017-12-08,Financial Times,-0.128
2017-12-08,CNNMoney,-0.2263
2017-12-08,CNBC,-0.2716
2017-12-08,CNBC,0.6369
2017-12-08,WSJ Markets,0.296
2017-12-08,Financial Times,-0.3612
2017-12-08,WSJ Markets,0.2023
2017-12-08,WSJ Markets,-0.4019
2017-12-08,Bloomberg Markets,-0.0191
2017-12-08,CNBC,-0.875
2017-12-08,Financial Times,-0.1027
2017-12-08,WSJ Markets,-0.296
2017-12-08,CNBC,0.296
2017-12-08,Financial Times,-0.4404
2017-12-08,CNBC,0.4404
2017-12-08,Jim Cramer,-0.296
2017-12-08,Paul Krugman,-0.5351
2017-12-08,Paul Krugman,0.5859
2017-12-08,WSJ Markets,0.34
2017-12-08,Paul Krugman,-0.4767
2017-12-08,Bloomberg Markets,0.6369
2017-12-08,Paul Krugman,0.1154
2017-12-08,CNBC,0.34
2017-12-08,Financial Times,0.296
2017-12-08,Paul Krugman,0.25
2017-12-08,CNBC,0.5144
2017-12-08,Paul Krugman,0.631
2017-12-08,WSJ Markets,0.25
2017-12-08,Financial Times,-0.4404
2017-12-08,WSJ Markets,0.5709
2017-12-08,Paul Krugman,-0.5362
2017-12-08,Paul Krugman,-0.7615
2017-12-08,WSJ Markets,0.6369
2017-12-08,Financial Times,-0.6369
2017-12-08,Financial Times,0.2023
2017-12-08,CNBC,0.1779
2017-12-08,WSJ Markets,0.3182
2017-12-08,CNNMoney,-0.7351
2017-12-08,WSJ Markets,0.4767
2017-12-08,CNBC,0.128
2017-12-08,Bloomberg Markets,0.1027
2017-12-08,CNBC,-0.5106
2017-12-08,Bloomberg Markets,0.2732
2017-12-08,CNBC,0.6705
2017-12-08,Jim Cramer,0.2263
2017-12-08,CNBC,0.1779
2017-12-08,WSJ Markets,0.0772
2017-12-08,Financial Times,0.296
2017-12-08,Justin Wolfers,-0.5994
2017-12-08,Justin Wolfers,-0.926
2017-12-08,CNBC,0.5859
2017-12-08,Bloomberg Markets,-0.4019
2017-12-08,Justin Wolfers,-0.8885
2017-12-08,CNNMoney,0.2732
2017-12-08,CNBC,0.4588
2017-12-08,Jim Cramer,-0.2942
2017-12-08,Paul Krugman,0.5719
2017-12-08,CNBC,0.2023
2017-12-08,CNBC,-0.2263
2017-12-08,Jim Cramer,-0.4559
2017-12-08,Justin Wolfers,-0.8216
2017-12-08,Jim Cramer,-0.5574
2017-12-08,CNNMoney,0.0772
2017-12-08,Jim Cramer,-0.5423
2017-12-08,Paul Krugman,0.0772
2017-12-08,CNBC,0.5267
2017-12-08,Bloomberg Markets,-0.2732
2017-12-08,CNBC,0.1139
2017-12-08,Paul Krugman,-0.6801
2017-12-08,Paul Krugman,0.25
2017-12-08,CNBC,-0.128
2017-12-08,CNBC,0.5106
2017-12-08,CNNMoney,0.25
2017-12-08,CNNMoney,-0.6908
2017-12-08,Bloomberg Markets,0.5574
2017-12-08,CNBC,0.6808
2017-12-08,Paul Krugman,-0.5413
2017-12-08,WSJ Markets,0.2023
2017-12-08,WSJ Markets,-0.2732
2017-12-08,Jim Cramer,-0.5187
2017-12-08,Justin Wolfers,0.1739
2017-12-08,WSJ Markets,-0.8442
2017-12-08,WSJ Markets,0.25
2017-12-08,Justin Wolfers,0.1779
2017-12-08,WSJ Markets,0.4767
2017-12-08,WSJ Markets,0.6369
2017-12-08,WSJ Markets,0.5106
2017-12-08,WSJ Markets,0.3182
2017-12-08,Financial Times,0.1531
2017-12-08,CNBC,0.2023
2017-12-08,Justin Wolfers,0.1531
2017-12-08,CNNMoney,-0.4404
2017-12-08,Jim Cramer,-0.4404
2017-12-08,Financial Times,0.1779
2017-12-08,WSJ Markets,0.4767
2017-12-08,CNBC,0.2558
2017-12-08,Financial Times,-0.6808
2017-12-08,WSJ Markets,0.0772
2017-12-08,CNNMoney,0.6486
2017-12-08,CNBC,-0.5267
2017-12-08,WSJ Markets,0.25
